,,,,,,,,,
nummer_instelling,naam instelling,adres,fusiegemeente,postnummer,Gewoon kleuteronderwijs,Gewoon lager onderwijs,Buitengewoon kleuteronderwijs,Buitengewoon lager onderwijs,Totaal
107862,Vrije Basisschool - Sint      Amelbergaschool-,Akkerstraat 42   ,Temse,9140,180,282,,,462
107904,Vrije Basisschool,Leeuwstraat 12_A ,Deinze,9800,109,173,,,282
107912,Vrije Basisschool,Leihoekstraat 7    ,Zulte,9870,138,202,,,340
107921,Gemeentelijke Basisschool,Gobbelsrode 5    ,Holsbeek,3220,93,171,,,264
107938,Vrije Basisschool,Koevliet 1_A  ,Zele,9240,76,337,,,413
107946,Vrije Basisschool,Pioenenstraat 4    ,Brussel,1020,186,,,,186
107953,Gemeentelijke Basisschool,Zonderschotsesteenweg 65   ,Heist-op-den-Berg,2220,74,115,,,189
107995,Vrije Basisschool Sint-Anna,Raffelgemstraat 8    ,Aalst,9300,133,227,,,360
108027,GO! kleuterschool Sint-Jans-Molenbeek,Toverfluitstraat 19   ,Sint-Jans-Molenbeek,1080,120,,,,120
108043,Vrije Basisschool -           Rinkrank,Pastoor Hensstraatje 14   ,Kalmthout,2920,70,111,,,181
108051,GO! basisschool 't Regenboogje Etterbeek,Generaal Capiaumontstraat 73   ,Etterbeek,1040,79,122,,,201
108225,Vrije Basisschool,Heulsestraat 111  ,Lendelede,8860,64,107,,,171
109851,GO! freinetschool De Tandem Sint-Kruis,Leopold Debruynestraat 56   ,Brugge,8310,83,110,,,193
110064,Vrije Basisschool -  De Mei-  doorn,Zuidmoerstraat 125  ,Eeklo,9900,158,146,,,304
110072,Vrije Basisschool,Rupelmondestraat 42   ,Kruibeke,9150,144,245,,,389
110081,Vrije Basisschool,Eeklostraat 2    ,Evergem,9940,108,254,,,362
110098,Vrije Basisschool - 't        Karmelieten,Karmelietenstraat 57   ,Geraardsbergen,9500,152,300,,,452
110106,Vrije Basisschool,Ledebergstraat 106  ,Herzele,9550,171,230,,,401
110205,Vrije Lagere School - de boom-gaard,Boomgaardstraat 26   ,Maaseik,3680,,433,,,433
110213,Gemeentelijke Basisschool,St.Catarinastraat 4    ,Bilzen,3740,71,160,,,231
110221,Vrije Basisschool,Schoolstraat 2    ,Genk,3600,58,81,,,139
110239,Vrije Basisschool,Driehoekstraat 42_A ,Brakel,9660,99,199,,,298
110254,Vrije Kleuterschool -         De Kraal,Van Bladelstraat 29   ,Herent,3020,237,,,,237
110271,Vrije Basisschool - Mozaiek,Pastorieweg 4    ,Brugge,8310,159,210,,,369
110411,GO! basisschool De Meer Zemst,Bovenweg 17   ,Zemst,1980,52,77,,,129
110429,Vrije Basisschool,Smallestraat 2    ,Brugge,8000,122,198,,,320
110437,Vrije Basisschool,Baron de Pélichystraat 6    ,Izegem,8870,164,234,,,398
110445,Vrije Basisschool- De Fontein,4e Regiment Karabiniersstraat 9    ,Zonnebeke,8980,124,143,,,267
110452,Vrije Basisschool - De Brug,Statiestraat 35   ,Ternat,1740,183,334,,,517
110461,Gemeentelijke Basisschool,Pompoenstraat 44   ,Waregem,8792,71,165,,,236
110478,Vrije Lagere School,Schutterijstraat 6    ,Meulebeke,8760,,349,,,349
110494,Vrije Basisschool -           Bais Chinuch,Lamorinièrestraat 83   ,Antwerpen,2018,148,197,,,345
110511,Vrije Basisschool,Maantjessteenweg 130  ,Antwerpen,2170,148,181,,,329
110528,GO! leefschool De Pluishoek Heist-op-den-Berg,Pluishoekstraat 3    ,Heist-op-den-Berg,2220,45,74,,,119
110551,Vrije Basisschool -           Sint-Ludgardis,Bervoetstraat 25   ,Antwerpen,2000,92,266,,,358
110569,Vrije Basisschool -           Het Hinkelpad,Geluwestraat 4    ,Antwerpen,2600,258,350,,,608
110577,Vrije Basisschool -           Sint-Guibertus,Schoolstraat 23   ,Heist-op-den-Berg,2222,104,208,,,312
110601,Vrije Lagere School -         Onze-Lieve-Vrouw-Presentatie,Rijkenhoek 2    ,Bornem,2880,,390,,,390
110627,Vrije Kleuterschool - De Link,Patronaatstraat 28   ,Edegem,2650,156,,,,156
110643,GO! basisschool Europastraat Bredene,Europastraat 1    ,Bredene,8450,95,122,,,217
110676,GO! basisschool Zavelput Sint-Agatha-Berchem,Gulden Koornstraat 15   ,Sint-Agatha-Berchem,1082,85,118,,,203
110684,Vrije Basisschool - De        Klaproos,Groteweg 240  ,Geraardsbergen,9500,35,64,,,99
110692,GO! basisschool Schoollaan Bredene,Schoollaan 10   ,Bredene,8450,167,198,,,365
110726,GO! basisschool voor buitengewoon onderwijs De Balderschool Berlaar,Kapellebaan 29   ,Berlaar,2590,,,,281,281
111047,Vrije Basisschool,Geldenaaksebaan 200  ,Leuven,3001,67,108,,,175
111104,GO! freinetschool Reuzenhuis Tielt,Gruuthusestraat 90   ,Tielt,8700,71,131,,,202
111138,GO! freinetschool Villa Zonnebloem Mechelen,Berthoudersplein 22   ,Mechelen,2800,120,169,,,289
111914,Gemeentelijke Basisschool -   Mooi-Bos,Doorndal 3    ,Sint-Pieters-Woluwe,1150,104,127,,,231
111955,Vrije Kleuterschool,Stationsstraat 271  ,Dilbeek,1700,199,,,,199
112177,Vrije Basisschool - De        Triangel,Gouv.H. Verwilghenlaan 37   ,Maasmechelen,3630,188,227,,,415
112185,Vrije Basisschool,Generaal de Wittestraat 29   ,Halen,3545,234,326,,,560
112383,Vrije Basisschool 2 -         Bloemendaal,Paalstraat 309  ,Schoten,2900,87,119,,,206
112474,Gemeentelijke Basisschool -   Cade,della Faillelaan 36   ,Aartselaar,2630,54,540,,,594
112482,Vrije Basisschool -           Axijoma,Sint-Fredegandusstraat 32   ,Antwerpen,2100,155,315,,,470
112524,Vrije Basisschool 2 -         Sint-Cordula,Vordensteinstraat 32   ,Schoten,2900,89,235,,,324
112565,Vrije Kleuterschool - Sint-   Clemensschool,Désiré Vandervaerenstraat 1_a  ,Hoeilaart,1560,254,,,,254
112623,Vrije Basisschool -           De Tandem,Sint-Benedictusstraat 14_A ,Mortsel,2640,147,209,,,356
112631,Vrije Lagere School,Ingenieur Haesaertslaan 4    ,Edegem,2650,,390,,,390
112862,Vrije Lagere School,Stationsstraat 4    ,Duffel,2570,,201,,,201
112871,Vrije Lagere School,Kasteeldreef 63   ,Lede,9340,,467,,,467
112921,Vrije Basisschool -           St-Calasanz,Witvenstraat 59   ,Stabroek,2940,106,156,,,262
112938,Vrije Basisschool - De        Levensboom,Bruyningstraat 56_B ,Kortrijk,8510,68,115,,,183
112953,GO! basisschool De Wegwijzer Assenede,Leegstraat 20_A ,Assenede,9960,69,119,,,188
112979,Vrije Basisschool,Cauwerburg 2    ,Temse,9140,126,152,,,278
113076,Vrije Basisschool,Stasegemdorp 32   ,Harelbeke,8530,121,167,,,288
113217,Gemeentelijke Kleuterschool,Sint-Gummarusstraat 2    ,Antwerpen,2060,337,,,,337
113571,Gemeentelijke Lagere School,Vijfwegenstraat 19   ,Staden,8840,,250,,,250
113589,Gemeentelijke Basisschool - DeOogappel Voorde - Appelterre,Geraardsbergsesteenweg 609  ,Ninove,9400,99,180,,,279
113613,GO! freinetschool De Speelplaneet Gijzegem,Meersstraat 10   ,Aalst,9308,49,103,,,152
113621,GO! freinetschool De Boomhut Sint-Andries,Koning Leopold III-laan 102  ,Brugge,8200,81,128,,,209
113639,Vrije Lagere School,Belgiëlei 32   ,Antwerpen,2018,,174,,,174
113662,Vrije Basisschool 't Piepelke - School met de Bijbel,Spurkerweg 25   ,Bilzen,3740,43,48,,,91
114091,Vrije basisschool -           Rudolf Steinerschool -        Brussel,Sint-Janskruidlaan 14   ,Anderlecht,1070,117,94,,,211
114124,GO! freinetschool De Boomhut Alsemberg,Oude Postweg 76   ,Beersel,1652,82,135,,,217
115386,Vrije Lagere School,Sint-Jansstraat 15   ,Tongeren,3700,,315,,,315
115402,Vrije Basisschool - V.Z.W     Hollebeke-Voormezele,Neerwaastenstraat 3    ,Ieper,8902,81,112,,,193
115428,Vrije Basisschool,Wilgendijk 30   ,Diksmuide,8600,261,309,,,570
115436,Vrije Lagere school,Gagelveldenstraat 71   ,Antwerpen,2170,,235,,,235
115485,Vrije Lagere School -         Mater Dei,Sint-Jacobsplein 13   ,Leuven,3000,,188,,,188
115493,Vrije Lagere School,Bergense Steenweg 1421 ,Anderlecht,1070,,362,,,362
115501,Gemeentelijke Basisschool,Hoogstraat 6    ,Galmaarden,1570,125,171,,,296
115519,Gemeentelijke Basisschool - De Knipoog,Schoolstraat 2    ,Galmaarden,1570,111,168,,,279
115527,GO! basisschool Magnolia Ukkel,Drogenbossesteenweg 156  ,Ukkel,1180,68,103,,,171
115535,GO! basisschool De Buurt Schaarbeek,Groenstraat 136  ,Schaarbeek,1030,78,87,,,165
115543,Vrije Lagere School,Peetersstraat 14   ,Diest,3290,,267,,,267
115551,Vrije Lagere School,Paul Jansonstraat 57   ,Brussel,1020,,275,,,275
115568,Vrije Lagere School,Egenhovenweg 43   ,Leuven,3001,,194,,,194
115576,GO! basisschool Stapsgewijs Lommel,Buntstraat 117  ,Lommel,3920,42,117,,,159
115592,Vrije Basisschool - St.Jan,Bloemenlaan 71   ,Maasmechelen,3630,130,190,,,320
115601,Vrije Basisschool 2 -         Maria-Middelares,Hogebaan 2    ,Brecht,2960,74,139,,,213
115618,Vrije Lagere School,H. Theresialaan 77   ,Dilbeek,1700,,378,,,378
115626,Vrije Basisschool - 2,Lenniksesteenweg 2    ,Halle,1500,75,126,,,201
115634,Vrije Lagere School - Westdiep,Prof. Mac Leodstraat 11   ,Oostende,8400,,246,,,246
115642,Vrije Kleuterschool,Fortuinstraat 29   ,Brugge,8310,187,,,,187
115659,Vrije                         Basisschool - De Boomgaard,Schoolstraat 40   ,Hasselt,3500,57,93,,,150
115667,Vrije Lagere School,De Schom 8    ,Genk,3600,,300,,,300
115675,Vrije Basisschool,Kaaistraat 9    ,Deinze,9800,79,125,,,204
115683,Vrije Basisschool-Driekoningen,Steenveldstraat 2    ,Torhout,8820,131,189,,,320
115691,Vrije Kleuterschool,Nieuwstraat 16   ,Wingene,8750,180,,,,180
115709,Vrije Basisschool - 't Fort,Plein 9    ,Kortrijk,8500,129,135,,,264
115733,Vrije Basisschool - Don Bosco B,Tulpenstraat 16   ,Sint-Niklaas,9100,118,162,,,280
115741,Vrije Basisschool,Heistraat 206  ,Sint-Niklaas,9100,160,139,,,299
115758,Vrije Kleuterschool - Heilige Familie,Rich. Van Britsomstraat 1    ,Sint-Niklaas,9100,208,,,,208
115766,Vrije Basisschool,Molendamstraat 8_a  ,Zingem,9750,78,93,,,171
115774,Gemeentelijke Basisschool -   De Droomballon,Gyselstraat 35   ,Sint-Niklaas,9100,207,333,,,540
115808,Vrije Basisschool,Nieuwstraat 75   ,Sint-Niklaas,9100,91,174,,,265
115824,Vrije Lagere School,Kruisstraat 57   ,Ronse,9600,,342,,,342
115832,Vrije Basisschool - Sint      Antonius II,Charles de Gaullestraat 10   ,Ronse,9600,41,213,,,254
115841,Vrije Basisschool - Sint-     Antonius I,Charles de Gaullestraat 10   ,Ronse,9600,224,75,,,299
115857,Gemeentelijke Basisschool     Centrum,Paretteplein 21   ,Harelbeke,8530,108,160,,,268
115865,Vrije Basisschool - Sint-     Martinus 2,Dreef 47   ,Zomergem,9930,180,155,,,335
115873,Vrije Lagere School,Theophiel Toyeplein 8    ,Zwevegem,8550,,191,,,191
115881,Vrije Basisschool,Molendreef 16   ,Lovendegem,9920,101,124,,,225
115907,GO! basisschool De Vierklaver Temse,Azalealaan 101  ,Temse,9140,144,177,,,321
115915,Vrije Basisschool - De Mei-   doorn,Zuidmoerstraat 125  ,Eeklo,9900,39,178,,,217
115923,Vrije Basisschool,Burg. Lionel Pussemierstraat 155  ,Eeklo,9900,121,242,,,363
115931,Vrije Basisschool,Frans Adriaenssensstraat 123  ,Antwerpen,2170,70,135,,,205
115949,Gemeentelijke Lagere School - Guido Gezelle,Lusthovenlaan 12   ,Mortsel,2640,,228,,,228
115972,GO! basisschool Het Egeltje Mol,Beukenbosstraat 24   ,Mol,2400,122,205,,,327
115981,Vrije Basisschool - Wezel 2,Keiheuvelstraat 7_A  ,Mol,2400,89,116,,,205
116021,Vrije Basisschool,Nestor De Tièrestraat 102_B,Oudenaarde,9700,54,62,,,116
116038,Vrije Basisschool,Volkegemberg 58   ,Oudenaarde,9700,44,59,,,103
116046,Vrije Basisschool,Kortrijkstraat 3_B  ,Oudenaarde,9700,66,97,,,163
116053,Vrije Basisschool - KBO-Sint- Jozef 2,Vlaanderenstraat 4_B  ,Oudenaarde,9700,63,76,,,139
116061,Vrije Lagere School - 2       Mozaïek,Kiewitstraat 101  ,Hasselt,3500,,184,,,184
116079,Provinciale Lagere School     voor Buitengewoon Onderwijs,Gentsesteenweg 82   ,Eeklo,9900,,,,281,281
116186,Vrije Lagere School,Terlindenhofstraat 206  ,Antwerpen,2170,,329,,,329
117151,Vrije Basisschool,Annunciadenstraat 13   ,Genk,3600,184,355,,,539
117366,Vrije Basisschool -           De Dobbelsteen,Emile Verhaerenlaan 19   ,Antwerpen,2050,161,223,,,384
117374,Vrije Basisschool -           (W)onderwijs 2,Nonnenstraat 16   ,Herentals,2200,56,127,,,183
117382,Vrije Basisschool,Heilig Hartplein 3    ,Zottegem,9620,161,325,,,486
117432,GO! lagere school voor buitengewoon onderwijs Kuringen,Larestraat 15   ,Hasselt,3511,,,,137,137
117556,Vrije Basisschool              - Klimop                     (Methodeschool),Fabiolalaan 2    ,Oostkamp,8020,71,107,,,178
117705,Vrije Lagere School -         De Zonnewijzer,Kleine Hemmenweg 2    ,Zonhoven,3520,,453,,,453
117713,Vrije Lagere School -         De Robbert,Kloosterstraat 6    ,Hamont-Achel,3930,,386,,,386
117879,Gemeentelijke Basisschool -   Pierenbos,Halle-Velden 2    ,Zoersel,2980,107,169,,,276
117887,Vrije Basisschool,Vondel 41   ,Halle,1500,136,357,,,493
117903,Gemeentelijke Lagere School   voor Buitengewoon Onderwijs - De Wissel,Columbiastraat 8    ,Antwerpen,2030,,,,195,195
117937,Vrije Basisschool - Sint-     Lievens-Houtem en Bavegem,Marktplein 13   ,Sint-Lievens-Houtem,9520,182,279,,,461
118232,Vrije Basisschool -           Wonderwijzer (VZW KOR Schilde),Kerkelei 57   ,Schilde,2970,54,360,,,414
118241,Vrije Basisschool -           (W)onderwijs 3,Nonnenstraat 16   ,Herentals,2200,71,128,,,199
118414,Vrije Basisschool -           Sint-Lievenscollege,Kasteelpleinstraat 31   ,Antwerpen,2000,97,310,,,407
118448,Vrije Basisschool - Jeugdland,Molenstraat 23   ,Tongeren,3700,108,180,,,288
118455,Vrije Basisschool - Meulenberg,Saviostraat 37   ,Houthalen-Helchteren,3530,117,147,,,264
118463,GO! basisschool De Linde Borgloon,Stationsstraat 32   ,Borgloon,3840,117,176,,,293
118521,Vrije Basisschool - De VliegerHeffen,Steenweg op Heindonk 8    ,Mechelen,2801,92,161,,,253
118539,Gemeentelijke Lagere School   voor Buitengewoon Onderwijs - Sancta Maria,Nieuwstraat 3_B  ,Deerlijk,8540,,,,124,124
118547,Vrije Basisschool Heilig-Hart,Thaelstraat 7    ,Vilvoorde,1800,87,130,,,217
118554,Vrije Basisschool - De        Vlinderboom,Avermaat 135_A,Zele,9240,192,210,,,402
118562,Gemeentelijke Basisschool     Pienter,Sint-Pietersstraat 20   ,Kuurne,8520,62,88,,,150
118571,Vrije Basisschool-de          Graankorrel-Geluwe,Schoolstraat 1    ,Wervik,8940,281,345,,,626
118588,Vrije Basisschool De Graan-   korrel,Magdalenastraat 29   ,Wervik,8940,290,385,,,675
118596,GO! basisschool De Kleurenplaneet Deinze,Peter Benoitlaan 10   ,Deinze,9800,79,110,,,189
118604,Gemeentelijke Basisschool - het kompas,Kardinaal J.Cardijnstraat 1    ,Sint-Gillis-Waas,9170,147,219,,,366
118621,Vrije Basisschool - Het       Ooievaarsnest,Leegstraat 17_b ,Assenede,9960,214,298,,,512
118646,Gemeentelijke Basisschool -   Klim-op,Berdenweg 5    ,Grobbendonk,2288,71,121,,,192
118653,Vrije Basisschool - De Dorps- linde,Dorpsstraat 142  ,Bredene,8450,79,86,,,165
118661,Gemeentelijke Basisschool,Klokkenlaan 25   ,Nijlen,2560,85,124,,,209
118679,GO! basisschool De Wilg Lint,Eikhof z/n  ,Lint,2547,92,157,,,249
118687,Vrije Basisschool - De Bosbes,Wingensestraat 10   ,Oostkamp,8020,85,114,,,199
118695,Vrije Basisschool,Halingenstraat 49   ,Sint-Truiden,3806,57,96,,,153
118703,GO! freinetschool De Kring Berchem,Uitbreidingstraat 246  ,Antwerpen,2600,85,146,,,231
122804,GO! freinetschool Klim-op Tisselt,Blaasveldstraat 57   ,Willebroek,2830,86,86,,,172
123075,Vrije Basisschool - Neerpelt- Helibel,Sint-Hubertusstraat 3    ,Neerpelt,3910,179,286,,,465
123083,Vrije Basisschool - Kozen-    Wijer,Opcosenstraat 22   ,Nieuwerkerken,3850,121,177,,,298
123091,GO! basisschool De Luchtballon Tienen,Sliksteenvest 1    ,Tienen,3300,104,158,,,262
123257,Gemeentelijke Basisschool -   De Twinkeling,Ossenberg 100  ,Balen,2490,68,106,,,174
123448,GO! basisschool Wonderwijs Alken,Hameestraat 11   ,Alken,3570,67,125,,,192
123455,Gemeentelijke Basisschool -   Rauw,Gemeenteheistraat 1    ,Mol,2400,117,194,,,311
124008,Gemeentelijke Basisschool -   De Oogappel,Nieuwe Baan 8    ,Beveren,9120,75,95,,,170
124016,GO! leefschool Klavertje Vier Nevele,Breughellaan 18_A ,De Pinte,9840,67,128,,,195
124156,Gemeentelijke Basisschool -   De Waterleest,Waterleestweg 20   ,Zemst,1980,212,294,,,506
124164,Vrije Basisschool - Vrije Ru- dolf Steinerschool Gent - De  Teunisbloem,Elyzeese Velden 8    ,Gent,9000,108,113,,,221
124172,Vrije Basisschool - Vrije Rud-olf Steinerschool Aalst en    Tervuren,Affligemdreef 71   ,Aalst,9300,99,88,,,187
124198,Vrije Basisschool - Andromeda,Herentalsebaan 482  ,Antwerpen,2100,184,234,,,418
124206,GO! basisschool Menen,Volkslaan 27   ,Menen,8930,107,165,,,272
124263,Gemeentelijke Basisschool - DeLetterdoos - MI school,Gentstraat 212  ,Gent,9041,175,117,,,292
124339,Vrije Basisschool Lucerna,Industrielaan 31   ,Anderlecht,1070,75,113,,,188
125096,Vrije Basisschool -           (W)onderwijs 1,Nonnenstraat 16   ,Herentals,2200,57,133,,,190
125104,Vrije Basisschool -           De Parel,Sint-Jan-Berchmansstraat 1    ,Mechelen,2800,189,251,,,440
125484,Vrije Basisschool - Parkschool,Aarschotsebaan 130  ,Kampenhout,1910,96,125,,,221
125492,Gemeentelijke Basisschool -   't Populiertje,Jan Vanderstraetenstraat 91   ,Sint-Pieters-Leeuw,1600,152,207,,,359
125501,Vrije Basisschool - Sint-Jozef,Kerkstraat 14   ,Vilvoorde,1800,95,127,,,222
125609,GO! basisschool In De Engelse Hof Lanaken,Koning Albertlaan 58   ,Lanaken,3620,160,318,,,478
125617,Vrije Lagere School voor      Buitengewoon Onderwijs        Beth Limud,Isabellalei 93   ,Antwerpen,2018,,,,17,17
125625,GO! freinetschool Het Wijdeland Brustem,Vliegveldlaan 116  ,Sint-Truiden,3800,75,122,,,197
125641,Vrije Basisschool Sint-Rita,Zandbergstraat 24   ,Harelbeke,8530,84,104,,,188
125674,Vrije Lagere School voor      Buitengewoon Onderwijs -      School met de Bijbel Mijn     Oogappel,Bruyningstraat 56_A ,Kortrijk,8510,,,,82,82
125682,Gemeentelijke Basisschool -   De Stip,Martelarenplaats 1    ,Lubbeek,3210,161,222,,,383
126301,Gemeentelijke Basisschool -   Driehoek,Het Heiken 47   ,Brasschaat,2930,154,244,,,398
126318,Gemeentelijke Basisschool,Ninoofsesteenweg 72   ,Galmaarden,1570,84,114,,,198
126326,Gemeentelijke Basisschool,Spalbeekstraat 62   ,Hasselt,3510,91,122,,,213
126342,Vrije Basisschool -           Sancta Maria,Breendonkstraat 160  ,Willebroek,2830,86,148,,,234
126367,Gemeentelijke Basisschool,Stadenstraat 14   ,Kortemark,8610,81,110,,,191
126375,Vrije Lagere school Arkorum 04Vrije Centrumschool College-  Grauwzusters,Zuidstraat 33   ,Roeselare,8800,,212,,,212
126417,Vrije Basisschool - Domino Meldert,Schoolstraat 2    ,Lummen,3560,79,102,,,181
127027,Gemeentelijke Basisschool -   De puzzel,de Fierlantstraat 35   ,Vorst,1190,97,73,,,170
127043,Gemeentelijke Basisschool     Moorsel - De Fonkel,Moorselstraat 252  ,Tervuren,3080,130,179,,,309
127051,Vrije Basisschool - Sint-     Annaschool,Rootstraat 34   ,Tervuren,3080,84,120,,,204
127068,Vrije Basisschool,Lanestraat 57   ,Overijse,3090,64,82,,,146
127076,Gemeentelijke SportbasisschoolDe Oester,Strijlandstraat 40   ,Gooik,1755,69,104,,,173
127084,Vrije Basisschool -           Kindsheid-Jesu,Alice Nahonlei 65   ,Schoten,2900,73,201,,,274
127101,Vrije Basisschool,Ieperstraat 7_A  ,Lo-Reninge,8647,154,248,,,402
127175,Vrije Basisschool - Freinet-  school De Vier Tuinen,Nederenamestraat 30   ,Oudenaarde,9700,36,69,,,105
128033,Gemeentelijke Basisschool,Schapenweg 26   ,Zaventem,1933,57,90,,,147
128058,Gemeentelijke Basisschool,Appelweg 4    ,Holsbeek,3221,89,234,,,323
128116,GO!Freinetschool De koorddanser Meulebeke,Baljuw Vermeulenstraat 1    ,Meulebeke,8760,55,94,,,149
128124,Gemeentelijke Basisschool -   Spoele,Spoele 40   ,Lokeren,9160,239,233,,,472
128132,Gemeentelijke Basisschool -   Staakte,Hoogstraat 192  ,Lokeren,9160,172,236,,,408
128141,Vrije Basisschool-Landelijke  Steinerschool Munte,Munteplein 5_A  ,Merelbeke,9820,79,101,,,180
128173,Gemeentelijke Basisschool,Hutsepotstraat 77   ,Gent,9052,150,89,,,239
128231,GO! freinetschool De Tinteltuin Zoutleeuw,Budingenweg 2    ,Zoutleeuw,3440,43,64,,,107
128249,Vrije basisschool             De Springplank - School met deBijbel,Herseltsesteenweg 72   ,Aarschot,3200,9,32,,,41
128256,Vrije Basisschool - Lucerna,Hendriklei 209  ,Antwerpen,2660,67,122,,,189
128471,Vrije Basisschool - De Biekorf,Karel Trekelsstraat 42   ,Vilvoorde,1800,80,103,,,183
128488,Vrije Basisschool - De Kraal,Schaffelkantstraat 47   ,Herent,3020,106,142,,,248
128496,Vrije Basisschool,Margrietstraat 15   ,Aalst,9310,68,89,,,157
128504,Vrije Basisschool-De          Graankorrel,Kruisekestraat 461_A,Wervik,8940,79,107,,,186
128579,Gemeentelijke Basisschool     voor Buitengewoon Onderwijs 2 - De Schrieken,Antwerpseweg 48   ,Beerse,2340,,,,90,90
128587,Vrije Basisschool,Brugsesteenweg 91   ,Oudenburg,8460,79,113,,,192
128595,Vrije Basisschool,Gitsbergstraat 15   ,Hooglede,8830,156,216,,,372
128611,Vrije Basisschool - De Wonder-Wijzer,Hoogstraat 41   ,Zutendaal,3690,41,58,,,99
128645,GO! basisschool voor buitengewoon onderwijs De Veerboot Deinze,Pontstraat 45   ,Deinze,9800,,,10,75,85
128652,Vrije Basisschool,Meldert-Dorp 19   ,Aalst,9310,80,106,,,186
128661,Vrije Basisschool - De        Levensboom Wevelgem - Kortrijk,Kijkuitstraat 10   ,Wevelgem,8560,68,96,,,164
128678,GO! freinetschool De Kolibrie Temse,Kerkstraat 14   ,Temse,9140,97,121,,,218
128686,Vrije Basisschool -           De Bosuiltjes,Bieststraat 229  ,Boortmeerbeek,3191,141,200,,,341
128702,Gemeentelijke Basisschool,Pastoor Goetschalckxstraat 57   ,Antwerpen,2180,69,80,,,149
128711,Vrije Basisschool             't Speelscholeke,Hertstraat 7    ,Antwerpen,2100,45,84,,,129
128785,Gemeentelijke Basisschool,Keperenbergstraat 37_A ,Dilbeek,1701,147,211,,,358
